ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Description,Tax status,Tax class,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Regular price,Categories,Tags,Images,Position
3239,simple,NN77,Enchanted Blooms,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,125,"Occasions > Anniversary, Occasions > Birthday, Special Celebrations > Christmas, Occasions > Get Well, Occasions > New Baby, Special Celebrations > Valentine's day",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN77.jpg,0
3241,simple,NN83,Watercolour Wishes,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,145,"Occasions > Anniversary, Floral > Arrangement, Occasions > Birthday, Color > Bright Sunset, Special Celebrations > Christmas, Special Celebrations > Mother&#039;s day, Perfect Spot, Occasions > Sympathy, Occasions > Thank You",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN83.jpg,0
3243,simple,NN84,Sweet Promise,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,165,"Floral > Arrangement, Best Sellers, Occasions > Birthday, Color > Bright Sunset, Special Celebrations > Christmas, Occasions > Get Well, Special Celebrations > Mother&#039;s day, Occasions > Sympathy",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN84.jpg,0
3258,simple,NN124,Soft&Sweet,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,165,"Occasions > Anniversary, Floral > Arrangement, Color > Bright Sunrise, Special Celebrations > Christmas, Occasions > Sympathy",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN124.jpg,0
3269,simple,NN160,Summer Time,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,135,"Occasions > Anniversary, Floral > Arrangement, Best Sellers, Color > Bright Sunrise, Occasions > Get Well, Special Celebrations > Mother&#039;s day, Occasions > New Baby, Occasions > Sympathy",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN160.jpg,0
3279,simple,NN194,Garden Oasis,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,145,"Floral > Arrangement, Best Sellers, Color > Bright Sunrise, Occasions > Get Well, Special Celebrations > Mother&#039;s day, Perfect Spot, Occasions > Sympathy, Occasions > Thank You",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN194.jpg,0
3281,simple,NN195,True Romance,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,,"Occasions > Anniversary, Floral > Arrangement, Best Sellers, Color > Bright Sunrise, Perfect Spot, Special Celebrations > Valentine's day",LOVE,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN195.jpg,-102
3283,simple,NN198,Get Away,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,145,"Floral > Arrangement, Color > Bright Sunrise, Special Celebrations > Christmas, Home, Occasions > Sympathy, Occasions > Thank You",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN198.jpg,0
3288,simple,NN209,Beautiful Day,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,125,"Occasions > Anniversary, Floral > Arrangement, Best Sellers, Occasions > Birthday, Color > Bright Sunset, Occasions > Get Well, Special Celebrations > Mother&#039;s day, Occasions > New Baby, Perfect Spot, Occasions > Thank You",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN209.jpg,-84
3290,simple,NN211,Pastel Rosy,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,80,"Occasions > Anniversary, Occasions > Birthday, Occasions > Get Well, Special Celebrations > Mother&#039;s day, Occasions > New Baby, Color > Pastel love, Floral > Posy, Occasions > Sympathy",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN211.jpg,0
3292,simple,NN215,Weerong,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,145,"Occasions > Anniversary, Best Sellers, Color > Bright Sunrise, Special Celebrations > Christmas, Occasions > Sympathy, Occasions > Thank You, Floral > Tropical\, Orchids and Natives",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN215.jpg,0
3302,simple,NN279,Perfect Mum,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,115,"Occasions > Anniversary, Occasions > Birthday, Occasions > Get Well, Special Celebrations > Mother&#039;s day, Occasions > New Baby, Color > Pastel love, Floral > Posy, Occasions > Thank You",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN279.jpg,0
3306,simple,NN280,Pastel Life,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,145,"Occasions > Anniversary, Best Sellers, Color > Pastel love",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN280.jpg,-100
3308,simple,NN282,Simple Life,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,125,"Best Sellers, Floral > Bouquet, Perfect Spot, Occasions > Sympathy, Color > White simplicity",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN282.jpg,-1
3310,simple,NN284,Tropical Summer,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,125,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Color > Bright Sunrise, Special Celebrations > Christmas, Special Celebrations > Easter, Occasions > Get Well, Occasions > Sympathy, Floral > Tropical\, Orchids and Natives",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN284.jpg,-104
3312,simple,NN285,Love Rosy,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,125,"Occasions > Anniversary, Best Sellers, Color > Pastel love, Special Celebrations, Special Celebrations > Valentine's day",HOME,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN285.jpg,-94
3314,simple,NN288,Pinky Life,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,145,"Occasions > Anniversary, Best Sellers, Color > Pastel love",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN288.jpg,-107
3316,simple,NN295,Pastel Dream,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,135,"Occasions > Anniversary, Best Sellers, Color > Pastel love",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN295.jpg,-112
3333,simple,NN297,Bright Arrangement,1,0,visible,"An arrangement of fresh, seasonal flowers.
\n
\nDesigner's choice flowers are custom made for you. Due to seasonal and regional availability the florist will make up a unique arrangement for you that will not bare any resemblance to the image shown. Stem count will vary.",taxable,,1,0,0,0,75,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Designer&#039;s Choice, Special Celebrations > Easter, Occasions > Get Well, Special Celebrations > Mother&#039;s day, Occasions > New Baby, Occasions > Sympathy, Occasions > Thank You, Occasions > Weddings",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/1.jpg,0
3335,simple,NN298,Bright Bouquet,1,0,visible,"<p class=""shortdesc"">A bouquet of fresh, seasonal flowers.</p>
\nDesigner's choice flowers are custom made for you. Due to seasonal and regional availability the florist will make up a unique arrangement for you that will not bare any resemblance to the image shown. Stem count will vary.",taxable,,1,0,0,0,75,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Designer&#039;s Choice, Special Celebrations > Easter, Occasions > Get Well, Home, Special Celebrations > Mother&#039;s day, Occasions > New Baby, Occasions > Sympathy, Occasions > Thank You, Occasions > Weddings",,"https://magnoliaflowers.com.au/wp-content/uploads/2020/10/2.jpg, https://magnoliaflowers.com.au/wp-content/uploads/2020/10/2.jpg",0
3337,simple,NN299,Yellow Arrangement,1,0,visible,"An arrangement of fresh, seasonal flowers.
\n
\nDesigner's choice flowers are custom made for you. Due to seasonal and regional availability the florist will make up a unique arrangement for you that will not bare any resemblance to the image shown. Stem count will vary.",taxable,,1,0,0,0,75,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Designer&#039;s Choice, Special Celebrations > Easter, Occasions > Get Well, Special Celebrations > Mother&#039;s day, Occasions > New Baby, Occasions > Sympathy, Occasions > Thank You, Occasions > Weddings",,"https://magnoliaflowers.com.au/wp-content/uploads/2020/10/8.jpg, https://magnoliaflowers.com.au/wp-content/uploads/2020/10/8.jpg",0
3339,simple,NN300,Yellow Bouquet,1,0,visible,"<p class=""shortdesc"">A bouquet of fresh, seasonal flowers.</p>
\nDesigner's choice flowers are custom made for you. Due to seasonal and regional availability the florist will make up a unique arrangement for you that will not bare any resemblance to the image shown. Stem count will vary.",taxable,,1,0,0,0,75,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Designer&#039;s Choice, Special Celebrations > Easter, Occasions > Get Well, Special Celebrations > Mother&#039;s day, Occasions > New Baby, Occasions > Sympathy, Occasions > Thank You, Occasions > Weddings",,"https://magnoliaflowers.com.au/wp-content/uploads/2020/10/7.jpg, https://magnoliaflowers.com.au/wp-content/uploads/2020/10/7.jpg",0
3341,simple,NN301,White Bouquet,1,0,visible,"<p class=""shortdesc"">A bouquet of fresh, seasonal flowers.</p>
\nDesigner's choice flowers are custom made for you. Due to seasonal and regional availability the florist will make up a unique arrangement for you that will not bare any resemblance to the image shown. Stem count will vary.",taxable,,1,0,0,0,75,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Designer&#039;s Choice, Special Celebrations > Easter, Occasions > Get Well, Special Celebrations > Mother&#039;s day, Occasions > New Baby, Occasions > Sympathy, Occasions > Thank You, Occasions > Weddings",,"https://magnoliaflowers.com.au/wp-content/uploads/2020/10/6.jpg, https://magnoliaflowers.com.au/wp-content/uploads/2020/10/6.jpg",0
3343,simple,NN302,White Arrangement,1,0,visible,"An arrangement of fresh, seasonal flowers.
\n
\nDesigner's choice flowers are custom made for you. Due to seasonal and regional availability the florist will make up a unique arrangement for you that will not bare any resemblance to the image shown. Stem count will vary.",taxable,,1,0,0,0,75,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Designer&#039;s Choice, Special Celebrations > Easter, Occasions > Get Well, Special Celebrations > Mother&#039;s day, Occasions > New Baby, Occasions > Sympathy, Occasions > Thank You, Occasions > Weddings",,"https://magnoliaflowers.com.au/wp-content/uploads/2020/10/5.jpg, https://magnoliaflowers.com.au/wp-content/uploads/2020/10/5.jpg",0
3345,simple,NN303,Pastel Arrangement,1,0,visible,"An arrangement of fresh, seasonal flowers.
\n
\nDesigner's choice flowers are custom made for you. Due to seasonal and regional availability the florist will make up a unique arrangement for you that will not bare any resemblance to the image shown. Stem count will vary.",taxable,,1,0,0,0,75,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Designer&#039;s Choice, Special Celebrations > Easter, Occasions > Get Well, Special Celebrations > Mother&#039;s day, Occasions > New Baby, Occasions > Sympathy, Occasions > Thank You, Occasions > Weddings",,"https://magnoliaflowers.com.au/wp-content/uploads/2020/10/3.jpg, https://magnoliaflowers.com.au/wp-content/uploads/2020/10/3.jpg",0
3346,simple,NN304,Pastel Bouquet,1,0,visible,"<p class=""shortdesc"">A bouquet of fresh, seasonal flowers.</p>
\nDesigner's choice flowers are custom made for you. Due to seasonal and regional availability the florist will make up a unique arrangement for you that will not bare any resemblance to the image shown. Stem count will vary.",taxable,,1,0,0,0,75,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Designer&#039;s Choice, Special Celebrations > Easter, Occasions > Get Well, Special Celebrations > Mother&#039;s day, Occasions > New Baby, Occasions > Sympathy, Occasions > Thank You, Occasions > Weddings",,"https://magnoliaflowers.com.au/wp-content/uploads/2020/10/4.jpg, https://magnoliaflowers.com.au/wp-content/uploads/2020/10/4.jpg",0
3361,simple,NN266,Dozen Red Roses in Cube Vase,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,150,"Occasions > Anniversary, Floral > Arrangement, Color > Bright Sunrise, Perfect Spot, Special Celebrations > Valentine's day",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN266-1.jpg,-102
3363,simple,NN272,Foil balloons (matching occasions) - 9.99$,1,0,visible,"The displayed images of the products serve as a representation only and may not reflect the actual items delivered due to stock availability.
\n
\nIf you want to buy ADD ON GIFTS, they can only be bought alongside a flower product.",taxable,,1,0,0,0,,Occasions > Hampers and Gifts,,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN272.jpg,0
3365,simple,NN272B,Helium Balloons (matching occasions) - 14.99$,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,,Occasions > Hampers and Gifts,,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN272B.jpg,0
3367,simple,NN273,Small Bear - 24.99$,1,0,visible,"The displayed images of the products serve as a representation only and may not reflect the actual items delivered due to stock availability.
\n
\nIf you want to buy ADD ON GIFTS, they can only be bought alongside a flower product.",taxable,,1,0,0,0,,Occasions > Hampers and Gifts,,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN273.jpg,0
3369,simple,NN273A,Medium Bear - 34.99$,1,0,visible,"The displayed images of the products serve as a representation only and may not reflect the actual items delivered due to stock availability.
\n
\nIf you want to buy ADD ON GIFTS, they can only be bought alongside a flower product.",taxable,,1,0,0,0,,Occasions > Hampers and Gifts,,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN273A.jpg,0
3371,simple,NN273B,Large Bear - 59.99$,1,0,visible,"The displayed images of the products serve as a representation only and may not reflect the actual items delivered due to stock availability.
\n
\nIf you want to buy ADD ON GIFTS, they can only be bought alongside a flower product.",taxable,,1,0,0,0,,Occasions > Hampers and Gifts,,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN273B.jpg,0
3373,simple,NN274,Chocolate Medium - 15$,1,0,visible,"The displayed images of the products serve as a representation only and may not reflect the actual items delivered due to stock availability.
\n
\nIf you want to buy ADD ON GIFTS, they can only be bought alongside a flower product.",taxable,,1,0,0,0,,Occasions > Hampers and Gifts,,"https://magnoliaflowers.com.au/wp-content/uploads/2020/10/Untitled-design-6.jpg, https://magnoliaflowers.com.au/wp-content/uploads/2020/10/Untitled-design-6.jpg",0
3375,simple,NN274A,Chocolate Large - 25$,1,0,visible,"The displayed images of the products serve as a representation only and may not reflect the actual items delivered due to stock availability.
\n
\nIf you want to buy ADD ON GIFTS, they can only be bought alongside a flower product.",taxable,,1,0,0,0,,Occasions > Hampers and Gifts,,"https://magnoliaflowers.com.au/wp-content/uploads/2020/10/Untitled-design-6.jpg, https://magnoliaflowers.com.au/wp-content/uploads/2020/10/Untitled-design-6.jpg",0
3377,simple,NN275,Vase Small - 25$,1,0,visible,"The displayed images of the products serve as a representation only and may not reflect the actual items delivered due to stock availability.
\n
\nIf you want to buy ADD ON GIFTS, they can only be bought alongside a flower product.",taxable,,1,0,0,0,,Occasions > Hampers and Gifts,,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN275.jpg,0
3379,simple,NN275A,Vase Medium - 35$,1,0,visible,"The displayed images of the products serve as a representation only and may not reflect the actual items delivered due to stock availability.
\n
\nIf you want to buy ADD ON GIFTS, they can only be bought alongside a flower product.",taxable,,1,0,0,0,,Occasions > Hampers and Gifts,,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN275A.jpg,0
3381,simple,NN275B,Vase Large - 45$,1,0,visible,"The displayed images of the products serve as a representation only and may not reflect the actual items delivered due to stock availability.
\n
\nIf you want to buy ADD ON GIFTS, they can only be bought alongside a flower product.",taxable,,1,0,0,0,,Occasions > Hampers and Gifts,,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN275B.jpg,0
3384,simple,NN276,Procecco Sparkling Wine - 30$,1,0,visible,"The displayed images of the products serve as a representation only and may not reflect the actual items delivered due to stock availability.
\n
\nIf you want to buy ADD ON GIFTS, they can only be bought alongside a flower product.",taxable,,1,0,0,0,,Occasions > Hampers and Gifts,,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN276.jpg,0
3386,simple,NN277,Shiraz Red Wine - 30$,1,0,visible,"<div class=""cmsmasters_product_content"">
\n<div class=""woocommerce-product-details__short-description"">
\n
\nThe displayed images of the products serve as a representation only and may not reflect the actual items delivered due to stock availability.
\n
\nIf you want to buy ADD ON GIFTS, they can only be bought alongside a flower product.
\n
\n</div>
\n</div>",taxable,,1,0,0,0,,Occasions > Hampers and Gifts,,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN277.jpg,0
3388,simple,NN278,Moet Champagne - 85$,1,0,visible,"The displayed images of the products serve as a representation only and may not reflect the actual items delivered due to stock availability.
\n
\nIf you want to buy ADD ON GIFTS, they can only be bought alongside a flower product.",taxable,,1,0,0,0,,Occasions > Hampers and Gifts,,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN278.jpg,0
3390,simple,NN256,20 White Rose Bouquet,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,185,"Occasions > Anniversary, Floral > Bouquet, Occasions > Sympathy, Special Celebrations > Valentine's day, Color > White simplicity",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN256.jpg,-94
3394,simple,NN151,Bouquet & Chocolate Box,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,125,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Floral > Bouquet, Occasions > Hampers and Gifts, Special Celebrations > Mother&#039;s day, Occasions > New Baby, Color > Pastel love, Perfect Spot",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN151.jpg,0
3398,simple,NN206,Half Dozen White Rose Posy,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,65,"Occasions > Anniversary, Floral > Posy, Special Celebrations > Valentine's day, Color > White simplicity",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN206.jpg,-82
3400,simple,NN176,LA Lilies Bouquet,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,45,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Occasions > Hampers and Gifts, Special Celebrations > Mother&#039;s day, Occasions > New Baby",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN176.jpg,0
3402,simple,NN54,Floral Box & Wine,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,85,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Occasions > Hampers and Gifts, Special Celebrations > Mother&#039;s day, Occasions > New Baby",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN54.jpg,0
3406,simple,NN290,Orchid Box and Wine,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,85,"Occasions > Anniversary, Best Sellers, Occasions > Birthday, Occasions > Hampers and Gifts, Special Celebrations > Mother&#039;s day, Occasions > New Baby",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN290.jpg,-115
3409,simple,NN08,Pink Orchird,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,,"Floral > Tropical\, Orchids and Natives, World of Green",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN08-1.jpg,0
3413,simple,NN17,Fresh,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,,"Floral > Tropical\, Orchids and Natives, World of Green",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN17-1.jpg,0
3417,simple,NN26,White Butterfly,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,,"Floral > Tropical\, Orchids and Natives, World of Green",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN26.jpg,0
3421,simple,NN57,Titari beauty,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,,World of Green,,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN57.jpg,0
3425,simple,NN67,Tulips,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,,Fresh Cut,,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN67.jpg,0
3429,simple,NN80,Bridesmaid Posy,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,,Fresh Cut,,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN80.jpg,0
3434,simple,NN120,Peonies,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,,Fresh Cut,,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN120.jpg,0
3436,simple,NN128,Custom Rose Bouquet,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,,"Floral > Bouquet, Color > Bright Sunrise, Perfect Spot, Special Celebrations > Valentine's day",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN128.jpg,0
3438,simple,NN162,Red Poinsettia Pot,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,,"Color > Bright Sunrise, World of Green",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN162.jpg,0
3442,simple,NN172,Thai Constellation Monsterea,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,,World of Green,,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN172.jpg,0
3444,simple,NN192,Grandi Flora,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,,Fresh Cut,,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN192.jpg,0
3446,simple,NN200,Custom Red Roses Bouquet,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.
\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,0,,"Occasions > Anniversary, Floral > Bouquet, Special Celebrations > Valentine's day",,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN200.jpg,-90
3448,simple,NN233,White Orchird,1,0,visible,"Flowers are subject to seasonal availability. In the event that any of the flowers are unavailable, the florist will substitute with a similar flower in the same shape, style and colour. Stem count, packaging and container may vary.\nFlowers may be delivered in bud to provide longer enjoyment.",taxable,,1,0,0,1,,World of Green,,https://magnoliaflowers.com.au/wp-content/uploads/2020/10/NN233.jpg,0
